Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_Loan,Property_Owner,Dependents,Loan_Status
25,1745802,604,1038157,180,0,1,1,1,1
30,1291315,637,179005,360,0,0,0,1,1
30,420003,743,786093,12,0,1,0,3,0
29,5688847,202,6214219,120,1,0,1,4,1
41,1127028,732,541701,12,1,0,0,2,1
33,548216,505,533334,120,1,1,1,3,1
30,1323056,583,349672,60,1,1,1,4,1
58,1485997,737,751738,60,0,0,1,2,1
31,323347,842,564309,360,1,1,0,4,1
24,1672961,406,338142,360,1,0,0,3,1
51,1140574,430,489847,60,0,1,1,4,0
54,5123366,286,5538232,24,1,0,1,4,1
55,1299362,740,647180,24,1,0,1,3,1
59,890211,703,467658,24,1,0,1,2,1
59,1657611,697,638052,60,0,0,1,1,1
53,1289950,745,98889,36,1,0,0,2,1
28,971118,685,891324,60,1,1,1,0,1
52,1176993,772,230319,120,0,0,0,1,1
53,1024443,525,995183,360,0,0,1,1,1
28,1112104,450,225371,12,1,1,0,1,0
34,1297496,818,519384,180,0,1,0,0,1
54,407376,589,903229,120,1,0,0,0,1
28,1303585,450,975484,360,0,0,1,0,1
27,1201349,775,346568,240,1,1,0,1,1
33,751481,764,1058423,12,0,0,1,3,1
41,471550,631,881237,240,1,0,1,3,1
52,906002,577,989018,360,1,0,1,2,1
31,645896,557,931727,360,1,0,0,0,1
34,1160210,546,783097,120,1,0,0,0,1
31,429682,705,743369,12,0,1,1,1,0
22,680510,837,338967,180,0,0,1,3,1
54,779618,650,1031046,36,1,0,0,2,1
37,1214469,738,541901,12,0,1,0,3,1
34,328357,741,640118,60,1,1,1,0,1
45,9422209,233,2823954,120,1,0,0,4,1
47,346252,636,927186,360,0,0,1,4,1
28,1248716,411,671484,24,1,1,1,4,1
37,1092319,542,131999,240,1,1,1,2,1
25,645542,798,125240,36,0,0,0,4,1
32,1354616,793,950367,180,0,1,0,1,1
58,444512,517,229460,120,1,1,1,2,0
38,952341,460,119442,36,0,1,0,4,0
46,1723445,802,919250,24,0,1,0,4,1
51,1237228,580,323660,24,1,1,1,0,1
57,1678599,712,447214,24,0,1,0,0,1
26,438260,664,1132856,24,0,0,1,2,1
35,1312136,428,303053,24,1,0,0,2,1
46,503464,662,961798,60,1,1,1,2,1
32,1108476,599,698480,12,1,1,0,2,1
34,1359196,504,333727,240,0,0,1,0,1
21,1107155,800,787309,24,1,0,1,4,1
37,1651862,478,604556,360,1,1,1,3,1
53,341503,543,1014027,120,1,0,1,2,1
49,1772035,598,137714,120,1,0,1,1,1
51,1250364,505,540126,360,0,0,1,2,1
28,1023311,738,960175,24,0,1,0,4,0
50,1293677,821,890769,36,0,1,1,2,1
33,455582,488,619051,24,1,1,0,4,0
36,402837,731,1185444,360,1,0,0,1,1
22,463194,830,896354,180,1,1,1,3,1
38,1276821,665,720768,240,1,1,1,4,1
55,1171641,650,419697,60,1,1,1,4,1
39,976182,551,912447,180,1,1,0,2,0
33,634547,705,543460,12,1,1,0,4,1
24,1395520,595,56831,360,1,1,0,4,1
39,860290,525,765924,120,0,0,1,4,1
45,781133,442,1026666,240,1,0,1,1,1
58,1621309,820,678166,240,1,1,1,1,1
51,1408693,572,443372,24,1,1,0,4,1
56,951628,453,1085144,12,0,1,1,3,0
24,828915,652,788510,12,1,1,1,0,1
59,5895571,295,6828698,24,0,0,1,1,1
27,418159,595,83957,240,0,1,1,4,0
36,1607699,692,784990,12,0,0,0,0,1
25,673590,616,797421,120,0,0,1,0,1
43,1022240,568,559479,24,1,0,0,2,1
56,980814,621,1025947,36,1,1,0,3,1
52,1420210,527,800803,24,0,1,1,2,1
44,1774021,784,1047978,120,1,0,1,4,1
45,664255,748,1153592,24,1,1,1,0,1
48,583485,415,751461,24,1,1,0,0,0
39,395642,436,1047799,240,1,1,0,0,0
27,742956,820,337011,24,0,0,1,2,1
37,939433,790,297193,60,1,0,0,1,1
22,4509661,278,5095611,60,1,1,0,3,1
36,886803,834,457936,360,1,1,0,0,1
59,826172,719,1173034,120,1,1,0,3,1
38,1689688,624,318521,12,1,1,0,0,1
59,412586,513,684632,240,1,0,1,2,1
21,385041,421,821818,24,1,1,0,4,0
23,1428314,698,326026,240,0,1,0,1,1
41,1686487,461,279291,24,1,0,1,4,1
50,405946,581,1022352,240,1,1,0,2,0
31,385623,810,205893,180,0,0,1,0,1
42,763234,684,63181,60,0,1,0,3,0
45,1362494,415,378083,36,0,0,0,2,0
23,428660,794,707440,180,1,1,0,4,1
50,670432,676,177377,60,1,0,0,4,1
44,577957,536,649464,12,1,1,0,4,0
56,1383575,682,62151,180,0,0,1,0,1
43,358115,526,336988,24,0,1,1,4,0
28,1043061,485,207424,24,1,1,0,4,0
24,1457291,606,416890,240,1,0,0,0,1
59,771864,762,975808,120,1,0,1,0,1
51,1701053,550,1022279,36,0,0,0,2,1
49,581843,450,481085,120,1,0,1,0,1
56,1491129,630,845968,36,1,1,0,3,1
33,986694,479,458470,180,0,0,0,3,0
29,752468,530,1160380,180,0,0,1,1,1
41,943238,799,682042,36,0,1,0,0,0
23,1694182,535,757156,180,0,0,0,4,1
45,701549,745,1174063,36,0,0,1,1,1
45,365625,569,618733,36,1,0,0,3,1
32,582934,562,959071,120,0,0,0,2,0
49,698706,598,246049,24,1,0,1,2,1
31,1396631,626,937089,24,1,1,1,1,1
31,1719479,447,518713,180,1,1,0,4,1
46,1294744,709,221140,240,1,1,1,0,1
34,1204826,652,217828,120,0,1,1,2,1
36,398163,502,1076624,180,1,0,0,4,0
30,993106,435,402404,60,0,1,1,0,0
51,6366097,237,2950431,240,0,0,0,1,1
51,914001,598,969872,180,1,1,0,0,1
56,977983,411,977617,12,1,0,1,3,1
30,9125437,215,7559908,36,1,0,0,4,1
46,547298,586,587761,240,1,1,0,2,0
40,1757055,720,303752,240,1,1,1,4,1
29,1635169,577,1092191,240,1,1,0,4,1
35,1479246,826,350391,360,0,0,0,2,1
29,5672876,253,5214561,120,1,0,0,1,1
27,1183570,576,940852,36,1,1,0,1,1
46,481649,488,906856,36,1,1,0,0,0
44,416405,603,280595,36,0,0,1,4,1
32,604458,838,729071,120,1,0,1,1,1
40,1493186,746,475465,24,0,1,0,1,1
34,1592067,742,873387,60,1,0,0,3,1
42,1310021,610,523740,60,1,0,1,0,1
36,1531435,612,457812,360,1,0,1,4,1
49,1416475,833,945214,180,0,0,0,4,1
52,496318,420,1148822,120,0,0,1,2,0
39,9654140,283,6891835,12,1,1,1,2,1
55,1464765,412,684402,60,1,0,1,0,1
52,1022347,825,488579,60,1,0,0,3,1
40,545571,519,1118733,36,1,0,1,3,1
40,603553,798,382055,120,1,1,1,1,1
28,1071883,577,437826,180,0,0,1,1,1
55,839468,528,56276,180,1,1,0,4,0
33,705593,450,849324,24,1,1,1,4,1
26,951439,817,149508,120,1,0,0,3,1
36,424323,441,373218,360,1,0,1,0,1
25,1347175,717,260977,360,1,0,1,3,1
54,483172,494,1198626,120,0,0,1,1,0
26,1248189,641,886049,60,1,0,1,4,1
53,1201069,815,1150160,240,0,1,1,3,1
35,1401437,755,729592,240,0,1,0,3,1
35,920937,460,298953,240,0,1,1,0,0
34,514281,748,1138719,36,1,0,1,4,1
59,1052773,837,1025997,240,1,0,1,1,1
25,488175,841,717327,120,0,0,0,0,1
46,681883,627,497549,24,1,1,1,3,1
37,925689,807,421061,360,1,0,0,2,1
36,1460468,810,774490,36,1,1,1,3,1
55,1301571,676,590911,36,0,1,1,3,1
58,416585,417,1181315,24,1,1,0,1,0
43,1591293,643,408217,24,0,1,1,4,1
33,1516132,710,1083004,180,0,1,1,4,1
53,1002959,723,147056,24,1,1,1,3,1
49,854846,446,219480,120,0,0,0,2,0
54,1193578,709,295069,360,1,1,0,4,1
54,1050565,417,391238,180,1,0,1,0,1
47,1048734,783,309176,360,1,1,1,4,1
35,432282,600,516428,36,0,0,0,3,0
29,888095,652,489667,180,1,1,1,3,1
46,504666,591,1153629,36,1,0,1,3,1
23,1785096,448,1173903,12,1,0,0,2,1
56,660379,493,285113,240,1,1,0,4,0
25,564987,818,609968,12,0,0,0,2,1
40,1035231,636,695324,240,0,0,0,0,1
40,6730449,288,7323170,360,0,1,1,1,1
25,1441839,566,1104188,12,1,0,0,2,1
30,1008030,653,477573,180,1,0,1,2,1
36,410850,841,302989,120,0,1,0,0,0
45,1587780,456,1129463,180,0,0,1,4,1
45,383064,405,319695,120,0,0,0,1,0
50,1138710,637,941706,24,0,0,0,2,1
34,365553,620,71815,120,0,1,1,2,0
42,1682255,623,369547,36,1,1,0,4,1
48,1295437,477,344864,36,1,0,0,3,1
50,1787178,419,303920,240,0,0,0,4,1
39,1734545,705,987579,180,1,0,1,4,1
58,744403,664,1176716,240,1,0,0,4,1
40,1125640,603,225001,60,1,0,1,1,1
55,1782366,541,1166119,60,0,0,1,1,1
42,1663080,775,418586,240,1,0,1,1,1
35,1455790,806,952255,120,1,0,1,3,1
31,1524586,703,1121039,240,1,0,0,1,1
54,8250333,254,6934315,180,1,0,0,2,1
44,810135,609,683751,180,1,1,0,3,0
26,1527163,655,1078040,60,1,0,0,2,1
37,1177284,711,1071814,120,1,1,1,2,1
48,772389,776,170649,24,1,1,1,1,1
51,1427990,439,765772,24,1,0,0,0,1
56,1328977,752,53806,60,0,0,1,3,1
29,304886,822,55826,120,1,1,0,1,1
30,828059,601,64808,60,1,0,1,2,1
41,1706903,485,854532,36,1,1,0,2,1
54,1407646,442,303098,120,1,1,1,2,1
51,682855,635,105655,12,1,0,0,2,1
49,1780464,777,1040256,36,1,0,0,3,1
31,1657406,814,526623,120,1,0,0,0,1
53,1133625,469,575026,360,0,1,0,4,0
21,904918,755,325150,60,1,1,1,1,1
41,1040792,530,807985,180,1,1,1,3,1
43,1736221,531,802308,60,0,1,1,4,1
29,1655485,647,670042,60,1,1,1,3,1
21,655239,554,714380,120,0,0,0,3,0
41,7497307,286,5174579,60,0,1,1,4,1
42,1737304,488,500647,360,0,0,0,3,1
24,954818,628,980916,240,1,0,1,2,1
21,1134901,426,880997,240,0,1,1,3,0
30,787849,760,372630,120,1,1,0,3,1
35,1001298,755,773371,240,1,0,0,4,1
56,714481,637,524397,360,1,0,0,1,1
49,1388921,574,148619,120,0,1,0,3,0
25,602899,715,951596,60,1,0,1,1,1
49,754346,691,203726,24,1,0,0,0,1
47,669143,773,214390,24,1,0,1,0,1
45,493982,829,499408,240,1,1,0,2,1
36,1771631,460,1107732,360,0,1,0,2,0
36,1603064,569,674778,36,1,0,1,4,1
56,1143837,662,449520,120,1,0,1,2,1
45,1436357,813,1144048,60,1,1,1,3,1
21,5233594,207,2715339,180,1,0,0,1,1
25,318767,515,532131,240,0,1,1,3,0
40,3678137,209,5458806,60,1,1,1,3,1
25,777583,620,1063049,60,1,1,0,4,0
56,1058468,823,886914,24,1,0,0,2,1
49,949562,527,684694,12,0,0,0,3,0
54,1040549,404,958943,180,1,1,1,4,1
38,1488216,725,974383,120,1,1,1,3,1
22,721071,585,676167,36,1,0,1,0,1
36,405366,571,61804,36,1,1,1,4,1
49,651722,598,463281,240,1,0,0,0,1
53,1765622,630,266250,36,1,0,1,4,1
36,751346,687,322834,120,1,0,1,2,1
55,1775292,734,375525,120,1,0,0,1,1
37,1664935,514,174639,36,0,0,0,1,1
24,623356,732,390587,36,1,1,0,1,1
24,1192049,729,1054627,60,1,1,1,3,1
45,1241124,823,825035,360,1,0,1,0,1
53,1334891,712,1174465,180,1,0,0,1,1
34,869865,410,888271,12,1,1,1,1,1
44,662606,823,1052122,24,0,0,0,1,1
31,557572,503,880999,120,1,1,1,1,1
45,359999,574,1165033,12,1,1,1,0,1
48,7647280,217,6535325,36,1,1,1,0,1
27,1261758,835,1102647,240,0,1,1,2,1
56,1412959,773,1140153,180,1,1,1,3,1
30,983582,519,200285,36,1,1,1,4,1
56,1746411,636,290036,36,1,0,0,2,1
51,507111,635,674401,36,1,1,1,1,1
39,594431,704,412434,60,0,0,0,1,1
38,550323,842,272823,120,1,1,0,0,1
26,883216,437,517117,36,0,1,0,4,0
48,1793950,671,574000,36,1,1,1,0,1
27,320428,775,951699,120,1,0,1,3,1
58,1056834,743,211964,24,1,0,1,0,1
32,1474182,650,1071327,360,1,0,0,3,1
54,913681,774,823949,360,1,0,1,2,1
45,1104564,733,52326,60,1,0,0,3,1
37,1691814,426,957259,60,0,1,0,4,0
53,1529557,729,906573,240,0,1,1,1,1
43,691742,522,163882,240,1,1,1,0,1
29,964257,555,446338,12,1,0,1,2,1
26,1043334,616,534428,360,0,0,0,0,1
22,1763105,593,753491,60,1,0,1,2,1
58,803142,700,572550,240,1,1,0,1,1
29,1285901,560,444328,360,1,1,0,4,1
23,746862,527,326842,240,1,0,0,4,1
36,1776367,715,904045,12,1,1,0,3,1
45,1702231,577,759789,24,0,1,1,3,1
44,499257,525,910676,120,1,0,1,0,1
49,1595631,573,629854,36,1,1,1,3,1
46,626950,434,586623,180,1,1,0,4,0
58,859498,638,841904,12,1,1,1,0,1
55,3093559,209,6453710,240,0,1,0,1,1
43,1613315,585,93188,240,0,0,0,1,1
24,1000492,582,54566,180,1,0,0,1,1
34,1418187,788,804342,180,0,0,0,1,1
59,790993,660,935630,60,1,1,1,2,1
27,1423753,805,1124599,240,1,1,1,4,1
28,910150,433,523017,180,1,0,1,0,1
39,1645259,848,779187,36,1,0,0,2,1
22,612313,586,867613,24,1,1,1,2,1
21,1188428,800,547682,120,0,0,0,1,1
58,885856,706,865639,360,1,1,1,1,1
33,777487,832,359337,360,1,0,0,1,1
44,908980,536,237241,12,1,0,0,0,1
52,1054575,601,118002,60,1,1,0,4,1
50,964367,780,266501,180,0,1,0,1,0
26,1005485,542,636471,180,0,1,0,3,0
58,1260426,508,1142553,360,1,0,0,4,1
53,884498,556,486012,36,1,0,1,2,1
43,1539402,654,353776,36,0,0,0,1,1
30,1466366,580,688689,36,1,1,1,0,1
35,684294,808,694088,120,1,0,1,1,1
43,432872,740,614841,12,1,0,1,2,1
56,317192,618,535283,120,1,1,1,0,1
21,1796382,427,1187629,180,0,0,0,4,1
28,1386477,550,655158,60,0,1,1,0,1
23,1611689,758,316820,12,1,0,1,0,1
34,467919,499,602824,24,1,0,0,1,0
37,5575101,259,6824223,24,1,1,0,3,1
54,1781171,432,416058,180,0,1,0,1,0
26,1117087,598,286826,120,0,1,0,1,0
25,1232763,468,636238,120,1,0,0,4,1
49,9600787,240,4929905,180,1,1,1,4,1
55,1394390,416,1070225,120,0,0,1,3,1
38,813861,736,1048604,24,0,0,1,4,1
50,1154457,766,291887,24,0,0,1,0,1
35,1717731,722,871866,12,0,0,1,2,1
35,1075985,722,948060,180,1,0,1,1,1
36,746212,433,892834,12,1,1,1,2,1
53,1154858,663,172229,120,0,0,0,3,1
30,3688682,262,6282075,360,1,0,0,1,1
39,1317250,459,152330,180,0,1,1,4,1
57,833235,583,648604,36,1,1,0,3,0
23,1514666,725,1182345,12,0,0,0,4,1
56,1348266,756,818991,24,1,1,0,1,1
24,9345479,248,2778785,240,1,1,0,4,1
31,1717601,805,847869,60,0,0,0,1,1
53,627605,816,900362,360,1,0,0,4,1
48,846798,833,1047174,240,1,1,1,4,1
52,929365,598,905941,360,1,0,1,2,1
36,446145,640,583545,36,1,0,0,3,1
29,439262,631,530510,360,1,1,0,4,0
31,1385431,610,270114,360,0,0,0,1,1
26,817587,767,946989,180,1,1,0,0,1
47,1386422,829,620377,360,1,0,0,4,1
32,1225646,451,215799,24,1,0,1,0,1
42,916367,518,533348,36,0,0,0,3,0
57,1663190,729,548766,60,1,0,1,2,1
41,1318846,614,386547,180,1,1,1,3,1
53,1279309,721,1091010,120,1,1,1,4,1
37,379949,548,1171266,36,1,0,0,4,1
49,825056,807,317655,60,0,0,0,3,1
30,1375831,575,345902,240,1,1,0,2,1
38,1082752,776,1073796,60,0,0,0,3,1
33,802818,668,136167,36,0,0,0,4,1
47,7011372,204,3472626,240,1,0,1,3,1
30,736535,404,326870,180,1,0,0,4,0
52,1337454,801,89041,36,1,0,1,1,1
23,1594532,515,234146,240,0,1,0,2,0
42,1179588,602,122232,360,1,0,1,3,1
47,318691,436,461632,36,1,1,1,3,0
23,1710413,453,418406,36,1,0,0,0,1
53,1796255,687,828569,120,1,0,1,2,1
22,1335750,683,1134886,240,0,1,1,0,1
31,1293813,485,1141626,24,1,1,1,0,1
30,1227767,444,223522,12,0,0,1,4,1
59,1165354,683,216966,360,0,1,1,0,1
53,781133,720,403330,120,0,0,1,1,1
27,774010,469,108474,36,0,1,1,0,0
35,325993,441,402432,60,1,0,1,3,1
46,1343110,816,410373,180,1,0,0,0,1
31,6980687,272,4983888,120,0,1,0,1,1
58,404537,540,671992,360,0,1,1,2,0
47,392981,804,75693,12,1,1,1,4,1
59,457234,458,76033,360,1,1,1,1,0
27,1156635,639,968192,180,1,0,1,3,1
21,976146,446,961087,12,1,0,0,3,1
30,748573,566,54907,240,1,0,1,0,1
41,1082640,509,951695,360,1,0,1,0,1
35,1510907,525,746270,120,1,0,1,0,1
50,1266383,698,75117,60,1,0,0,0,1
50,462723,810,1056662,240,1,0,0,4,1
28,772807,508,156213,60,1,0,0,0,1
44,1147512,564,894712,180,1,1,0,2,1
39,898947,769,693025,60,0,1,0,4,0
23,1519404,658,936109,360,1,0,1,4,1
35,1624475,475,1057239,24,0,1,1,2,1
56,1266208,406,929089,360,1,0,0,4,1
26,1711016,585,646294,360,1,1,1,4,1
38,520195,675,855355,60,0,1,0,4,0
58,4050175,274,5896919,12,1,1,0,4,1
39,1724413,464,1075690,180,1,1,0,0,1
50,979214,514,256758,36,0,0,0,0,0
33,512314,601,186314,36,1,1,1,1,1
59,4362977,253,3639614,240,1,0,1,1,1
32,604638,497,591505,12,1,1,0,2,0
54,1146912,704,519096,360,1,0,0,1,1
32,974418,616,1055542,60,1,0,0,0,1
44,1509150,473,722028,36,1,0,1,2,1
24,1017557,692,483475,240,1,1,0,0,1
56,838551,533,1113609,180,1,0,1,4,1
34,498160,661,948773,12,0,0,1,3,1
37,1289054,683,830698,60,1,1,0,3,1
23,1169744,501,335543,24,1,0,1,1,1
58,1101828,776,936480,240,0,0,0,0,1
43,850743,605,483221,36,0,1,1,0,0
33,414547,540,1121660,180,1,1,1,2,1
29,1665210,412,595455,60,0,0,1,3,1
41,431720,648,894714,360,1,0,0,1,1
28,1311237,522,827056,180,0,0,1,1,1
37,1404122,409,996419,60,0,1,1,1,0
36,333588,479,447467,180,1,1,0,1,0
36,364202,566,325365,36,1,1,1,0,1
48,1348438,498,1147248,60,0,0,0,4,1
36,677303,606,184850,180,0,0,1,2,1
34,815958,550,677605,360,1,0,0,1,1
58,1047488,436,601820,120,1,0,1,2,1
40,1725529,776,252844,360,0,0,0,3,1
54,1171147,663,85007,120,1,0,1,1,1
49,861272,843,665529,24,1,1,1,1,1
23,810090,741,298038,12,0,1,0,3,0
30,498742,404,877918,120,1,1,0,1,0
40,695393,777,527553,120,1,1,0,1,1
22,974043,625,134057,24,1,1,0,3,1
47,1707762,426,387597,360,1,0,1,3,1
52,514375,523,1010192,120,1,0,1,0,1
30,887564,802,605545,120,1,1,0,2,1
37,1727376,826,726284,240,0,0,0,1,1
53,1786414,698,1197008,180,1,1,1,3,1
26,912852,434,429985,36,1,1,0,3,0
59,1545088,636,549757,240,0,0,0,4,1
38,885579,710,160555,24,0,0,1,2,1
29,1351048,716,344912,60,0,1,1,4,1
28,1534294,702,1098114,360,1,1,0,1,1
45,1429412,501,724979,60,1,1,0,3,1
51,1641269,476,1139348,360,1,0,1,1,1
24,1164986,711,933521,12,1,1,0,0,1
40,1600242,481,706994,240,1,0,1,2,1
48,561887,545,749491,12,0,1,0,1,0
21,630790,592,940392,120,1,0,1,2,1
43,1210369,623,972354,120,1,1,0,3,1
33,409530,452,299703,60,1,0,1,1,1
36,562402,744,234749,24,1,1,0,4,1
46,700084,484,1179248,240,0,1,1,0,0
51,1355393,794,1167476,36,1,0,1,4,1
21,1649232,767,321210,180,1,0,1,0,1
37,1229596,528,402238,12,1,0,1,0,1
36,1183068,610,895779,120,1,0,0,2,1
57,1479147,751,743146,12,0,0,1,1,1
30,1270598,663,337607,60,1,0,1,1,1
58,1168589,802,385302,24,1,0,1,3,1
51,1275535,582,1020533,240,0,1,1,0,1
30,766656,671,1177859,60,1,1,1,4,1
54,4076870,217,3422639,360,1,0,1,4,1
26,485930,721,955800,36,0,1,0,1,0
48,825446,411,766609,24,0,0,1,4,1
48,490545,492,479479,36,1,0,1,3,1
33,1185330,729,766676,36,1,1,0,4,1
32,556653,589,219663,24,1,0,0,0,1
22,1628854,485,599431,36,0,0,0,3,1
28,578930,753,1143215,12,1,0,1,2,1
29,1439509,841,587332,120,1,0,1,4,1
28,1270494,676,595446,24,1,1,1,0,1
23,1665750,692,586527,360,1,1,0,4,1
29,834782,660,779081,60,1,0,1,3,1
33,656184,597,124550,60,1,0,0,1,1
29,707976,815,586525,120,1,0,0,2,1
51,862590,722,683279,60,0,0,0,0,1
45,1157254,409,494162,120,1,0,1,0,1
28,1656260,487,209732,12,0,1,1,3,1
51,1249934,739,579144,240,0,1,1,2,1
51,1124851,717,241988,240,1,1,0,2,1
37,811583,436,175777,60,0,1,1,0,0
39,1670291,622,580695,60,1,0,1,4,1
23,716838,574,157507,12,0,0,0,1,0
50,348829,608,1160388,60,1,0,0,2,1
30,1222500,448,880923,60,1,0,1,4,1
49,1120664,423,615946,12,1,1,0,2,0
38,624227,737,239385,180,0,1,0,4,0
32,1322090,809,245489,360,0,0,1,1,1
43,1140466,505,717037,12,1,0,1,1,1
31,1059909,710,1147182,360,0,1,1,0,1
29,863667,662,500725,360,1,1,1,2,1
44,1122300,605,868328,180,0,0,0,4,1
45,1549297,568,1017356,12,1,1,1,2,1
45,588676,785,507944,240,1,0,1,2,1
29,336861,557,597155,180,0,0,0,1,0
32,1029020,640,238624,60,1,0,1,3,1
31,1763027,522,1031043,120,1,0,0,1,1
58,521870,419,577557,180,1,0,0,0,0
48,1719252,455,653683,120,1,0,0,4,1
28,1483227,679,632547,240,1,1,0,3,1
30,489016,507,719657,24,0,0,1,3,0
45,325619,539,983223,24,1,0,0,3,0
56,1632549,490,532225,240,0,1,1,4,1
29,1030467,670,168439,60,1,1,1,4,1
28,320912,728,375085,60,1,1,1,1,1
23,1521649,609,996389,120,1,1,1,0,1
38,705879,575,835237,36,1,1,0,4,0
55,1370680,460,163585,240,1,1,1,4,1
37,735539,683,1070377,24,1,0,1,3,1
56,1790069,765,551956,120,1,0,1,4,1
48,542379,402,275292,60,1,1,1,2,0
35,1759432,671,632372,24,1,0,1,3,1
39,448583,563,1093317,24,0,0,0,3,0
42,1538015,787,897829,180,1,0,0,3,1
26,1000014,408,599025,24,1,1,0,0,0
27,1728192,765,1179062,360,0,1,1,1,1
29,1443004,411,615855,240,1,0,1,0,1
40,1020120,473,624167,60,0,0,0,1,0
57,6316724,239,5506227,120,1,0,0,0,1
31,1669218,699,532199,360,1,0,0,1,1
22,1201149,507,882290,36,1,1,0,2,1
42,1734386,849,963323,360,0,1,0,1,1
56,934889,802,827547,60,1,0,0,4,1
25,1576333,412,998778,24,1,1,1,1,1
27,538738,633,1073568,180,1,1,0,2,0
26,1515614,838,616982,180,1,1,1,2,1
42,1261209,644,315910,240,1,1,1,2,1
30,1739867,720,262177,360,0,1,0,0,1
40,805450,491,852969,360,1,0,0,2,1
48,1464628,759,365573,240,1,0,0,4,1
43,1587685,597,839047,12,0,0,0,1,1
55,1533293,515,442830,120,1,1,0,4,1
21,1307929,530,382999,60,0,0,0,1,1
49,499303,764,934431,24,1,1,0,2,1
29,1082849,552,408739,240,0,0,0,1,1
29,1551829,520,478873,36,1,1,1,0,1
42,6481035,275,3590948,180,0,0,0,3,1
22,486104,835,62810,24,1,1,0,0,1
36,453315,415,90933,24,0,1,0,4,0
26,345915,698,143329,60,1,0,0,2,1
33,9760594,260,5609898,180,0,1,1,3,1
53,1555617,791,288951,36,1,0,0,0,1
39,783639,502,215961,180,1,1,0,2,0
35,1103811,607,933216,12,1,1,0,3,1
53,634545,827,478925,360,1,1,0,4,1
30,379146,821,1118840,180,1,0,1,0,1
21,1555899,550,142976,180,1,0,0,2,1
32,433703,661,432831,60,1,0,1,3,1
49,1477716,442,885768,180,0,0,0,3,1
37,1447143,699,792068,120,1,0,1,3,1
24,1257956,517,771625,36,0,1,0,0,0
49,1671916,735,661433,12,1,0,1,4,1
27,1624550,678,1089793,12,1,1,0,4,1
33,1504244,543,70822,36,0,1,1,1,1
25,1443332,627,1175727,120,0,0,0,1,1
26,796563,603,828851,240,1,1,0,4,0
54,1692559,628,914260,24,1,0,0,2,1
27,423085,664,719558,60,1,1,0,3,0
48,825924,536,640447,240,0,1,0,2,0
30,734806,639,1172526,120,1,0,1,2,1
24,1703058,585,599816,180,1,1,0,2,1
23,1490229,848,854722,12,0,0,0,3,1
45,1631639,714,919512,180,0,0,1,2,1
43,6381039,298,2424528,120,1,1,0,0,1
47,1791233,724,1085600,24,1,1,0,2,1
34,8314810,215,7629788,180,1,1,1,4,1
58,1216104,690,799406,120,1,1,1,0,1
52,1573574,752,846884,120,1,1,0,1,1
43,963823,838,353690,180,0,1,1,2,1
57,1516094,509,282360,12,0,1,1,4,1
23,1620196,439,1117829,120,1,0,1,0,1
55,670302,541,1198655,180,1,1,1,3,1
33,1770382,739,264106,60,0,0,1,2,1
54,1757318,771,950812,36,1,1,0,1,1
44,1663962,412,335905,180,1,1,0,4,1
21,1400022,452,131930,240,0,0,0,0,1
32,836193,479,183069,360,1,0,1,3,1
28,826749,632,795387,12,1,1,1,0,1
39,1061609,750,571932,36,1,0,1,3,1
29,1215292,438,205218,120,1,0,1,4,1
48,375956,626,616011,24,0,1,0,0,0
34,1073415,739,1103222,180,1,0,1,0,1
47,805487,520,754152,360,0,0,0,0,0
38,907151,464,371358,180,1,0,0,4,1
26,641200,839,331683,12,1,1,0,0,1
53,1037445,695,877728,120,1,0,0,0,1
57,1743697,829,1188742,360,1,0,0,0,1
45,745424,604,979088,120,1,1,1,2,1
33,1292555,534,220392,24,1,0,1,0,1
43,1541742,444,1068601,120,1,1,0,4,1
56,709950,677,546847,60,1,0,0,4,1
53,1593372,534,1119905,240,1,0,1,0,1
41,1543259,777,726328,24,0,0,1,3,1
54,3260719,215,6321575,360,1,1,0,0,1
56,792451,628,928445,12,0,0,1,2,1
37,1352414,755,564853,12,0,0,0,1,1
30,342073,467,828027,360,1,0,1,1,1
43,760741,597,843834,36,1,0,1,2,1
22,1423689,466,292493,60,1,1,0,3,1
55,1302908,402,1090085,180,1,0,0,0,1
34,544571,457,734611,60,1,1,0,0,0
22,651950,775,1060911,360,1,1,1,4,1
39,596028,655,984321,240,1,0,0,0,1
36,4910210,267,4561417,12,0,0,1,2,1
45,983887,837,1097392,120,0,1,1,0,1
21,1060626,664,1014734,240,1,1,0,4,1
22,1495629,837,76249,180,1,0,0,2,1
47,1411033,834,738267,60,1,1,0,1,1
22,720296,415,147879,60,0,1,1,4,0
50,1098229,667,748698,120,1,0,0,4,1
30,619200,501,1073763,240,1,0,0,0,1
39,588601,803,507335,24,1,1,1,3,1
36,571015,836,472051,120,0,0,1,1,1
33,5288869,280,3368222,36,1,1,0,2,1
28,759943,621,1031803,36,0,1,0,2,0
51,1431626,420,725929,180,1,1,1,4,1
45,1562971,786,1013553,360,1,0,1,3,1
59,490487,420,705080,12,0,0,0,0,0
41,1091462,491,530704,24,1,0,0,1,1
58,1234257,683,87664,60,0,0,1,2,1
49,1484740,532,599540,180,0,0,1,1,1
26,1663666,726,1026752,360,1,0,1,2,1
38,814218,728,480732,12,1,0,0,2,1
55,387620,574,883893,12,1,1,1,2,1
47,642237,612,189101,180,1,0,1,2,1
